,2020-03-09,2020-03-16,2020-03-23,2020-03-30,2020-04-06,2020-04-13,2020-04-20,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01,2020-06-08,2020-06-15,2020-06-22,2020-06-29,2020-07-06,2020-07-13,2020-07-20,2020-07-27,2020-08-03,2020-08-10,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01
Maryland,-1.315098302209365,-1.3125771993652158,-1.2763813656742156,-1.1368203153730958,-0.887771370126065,-0.4861957028080038,-0.48367459996385453,-0.28342700262857023,-0.07687664818291276,-0.032937427184882746,-0.19644895450542066,0.0362128222546399,-0.1517894184090623,-0.38048946212831686,-0.6446650244402432,-0.8468934882959305,-0.8710240440899306,-0.801873794650408,-0.6898647968603479,-0.41164309013101846,-0.3044962192546748,-0.14080461315955478,-0.3743667837925258,-0.4680077465752127,-0.6154922629579446,-0.6516880966489447,-0.536617759690989,-0.5973043067251534,-0.5873999741231385,-0.7312829150142286,-0.6160324992816908,-0.5836183198569146,-0.5416599653792876,-0.48367459996385453,-0.25965660438373434,0.09779976316171475,0.8330613997803891,1.6028981611188247,1.2605684106382713,2.0298649356529608,2.2171468612183345,1.5942543799388844,1.635492419318183,1.947208778119781,2.529583535118261,2.24433875618023,1.3864434740711522,1.0288070277511212,0.33658421825756635,0.0045189579281920194,-0.3486155190272869,-0.2816262148827493,-0.3759874927637646
Massachusetts,-0.963990518347119,-0.9479669768542308,-0.8036680189536014,-0.5249106476561274,-0.2096648856764784,0.0819809863870145,0.3763264768542005,0.302740104237404,0.1028812578994774,-0.13964897610972765,-0.3160821014607687,-0.4488859100295435,-0.6710383793140972,-0.7569907459091009,-0.8259616419002286,-0.8559186977347587,-0.8603600054311571,-0.868284691712966,-0.8425076901809283,-0.8343217505052137,-0.8162081818610791,-0.7912149405107589,-0.7937403899851816,-0.7951337414193458,-0.7924341230156526,-0.768660064170226,-0.7980075287523094,-0.7744947233007886,-0.7353067142149207,-0.7015179419364389,-0.5967553309802186,-0.6271478091379251,-0.5573931529650801,-0.37033572292853706,-0.17552777553945564,0.0465376092804628,0.4979834739496617,0.645939979364972,0.6057940411681162,1.8045987813371347,1.9660533787709107,1.898040411890771,1.5716478384378085,2.069858060616143,2.9583808532897224,2.2808637184273834,1.63191028796541,1.117328186435646,0.7621106551884118,0.23385629271091166,0.03042698332293931,0.06151613719772789,-0.0826957362382662
Michigan,-0.9249738252067694,-0.9216112940011729,-0.8438247387783725,-0.5796045089341629,-0.1392623668323736,-0.25881903192025124,-0.3641783430289434,-0.41297240696793347,-0.4387518128775071,-0.6231679687755584,-0.5605501654357824,-0.5938018629133484,-0.677192636812143,-0.7562494816015022,-0.8438994616940524,-0.8011579539251362,-0.7579681086621404,-0.7011786927453985,-0.6384114435742627,-0.5444847385645989,-0.566826890352896,-0.5441111239861993,-0.5537503801089094,-0.5115319327497526,-0.5850592817787974,-0.49770819334896677,-0.5763914235599262,-0.48657447891265815,-0.5491922822524341,-0.45526557724277017,-0.409535152846657,-0.3135909291136352,-0.05430241170430058,0.15903151256188108,0.7035373991214837,1.4412767456293687,2.566006072443577,3.0524522535198795,2.746237745063553,2.693408643677847,1.9580604304717197,1.3837401005558276,0.5896596756252803,0.7036121220371637,0.900656450685122,0.5120972891495197,0.19295571628056635,0.07571546157876635,-0.13687123353061606,-0.306940589618122,-0.37852514283948874,-0.23147044478139925,-0.13873930642261417
Minnesota,-0.8201192455401451,-0.8184336723272189,-0.8072556604941289,-0.7903999283648663,-0.7818833479206072,-0.759349895495172,-0.7550028908934148,-0.709669842903661,-0.548653243879389,-0.4114120985953401,-0.43013083269678437,-0.38506392784591376,-0.44077655825210815,-0.5508711033700815,-0.5908812885821733,-0.6029464442115402,-0.5869778558785546,-0.590703859822918,-0.4524868563629643,-0.47218144864031325,-0.38116049514229505,-0.3949112239845882,-0.38098306638303964,-0.4428169889835452,-0.4270258294098149,-0.3229638621065251,-0.3413277386894586,-0.4898356101862252,-0.3140037097641276,-0.22431347196052484,-0.19104557960013807,-0.07128116710274567,0.1151964588746757,0.15476307218862903,0.6764036243994938,1.8580791610404324,2.9695816233958614,3.311752985619893,2.9778320607012376,2.5414460273125905,1.6603348088502932,0.8206532056741308,0.22147628566865799,0.1984992613450842,0.6017061167529719,0.04990267546868991,-0.056465865704920085,-0.21535331961812734,-0.2603315100893703,-0.336803305328446,-0.33502901773589205,-0.32713343794902694,-0.33964216547653236
Mississippi,-1.280835520656175,-1.2794667985416293,-1.2349833298188897,-1.1549130861179584,-1.0803177308752105,-1.0200939578351937,-0.9402518344866869,-0.9074025037375869,-0.9069462630327383,-0.8357727130763549,-0.8713594880545465,-0.832807148494839,-0.7645991631199716,-0.8823092649709132,-0.7684772091111848,-1.0242001241788312,-0.0829755500761465,-0.13840879571525275,-0.05195118214644094,0.16795683759058963,0.8899577530135168,0.6351473193555675,0.22932121239272785,-0.14867421157434652,0.032681468602976424,-0.18996399536314582,-0.319992596245,-0.5996681483171986,-0.4846954906953486,-0.4835548889332271,-0.45298676170837016,-0.2670686744825611,-0.12335285245524859,-0.12152788963585415,-0.0462481733358333,0.13100134049785214,0.4574415648170334,0.7428201256998397,0.6821401119549744,1.718034632313746,2.0305595151350446,2.1149640455320378,1.4691553278188287,2.294494762889966,2.6020009979579304,1.7743803593625496,1.3982098982148696,1.1787581191826877,0.24232407248091326,0.032681468602976424,-0.5517628743080945,-0.33117049351379096,-0.6452922188020598
Missouri,-1.0659275784869284,-1.065529108616587,-1.0504868710111959,-0.9762718576600947,-0.901658374438652,-0.8822329682595047,-0.9310455273763364,-0.9238730697101897,-0.9224784251639945,-0.9341336688714829,-0.958340713494728,-0.9462869999168981,-0.9505705510230691,-0.9095281543778964,-0.9540571623885571,-0.8374051078460879,-0.8083168073111596,-0.7404773118855221,-0.6361778233236389,-0.4947210193524124,-0.19497205938803175,-0.07493301094765997,-0.35386192018669815,-0.17415200866268926,-0.29170062041342676,-0.17594512307922594,-0.038473017811414274,-0.07423568867456239,0.003764788444782934,0.07509089523590841,-0.11328573596802773,0.17789612178401104,0.29444855885889487,0.2887703632065287,0.7252941061656234,1.5249235184733947,2.2725526127016025,2.4142086516079995,1.660403274389499,1.997110314828052,1.8728873327490947,1.5432531325091028,0.946544501672732,1.6620967713384502,1.8180977255771409,1.0761468270012993,0.5953929284342999,0.3290158201110185,0.07449319043039618,-0.3360303934889168,-0.4931271398710465,-0.5040850613054373,-0.638070555207761
Montana,-0.8582092902214539,-0.8555049027797667,-0.8455888154935802,-0.8041215413877097,-0.7987127665043354,-0.8126854349530526,-0.8374756531685186,-0.8514483216172358,-0.8550541715394855,-0.8568570965006103,-0.8537019778186419,-0.8532512465783606,-0.8419829655713307,-0.8446873530130178,-0.8329683407657066,-0.8059244663488346,-0.7924025291403985,-0.7009040873633149,-0.6121100330279184,-0.5088925790035236,-0.49401844807424394,-0.47418627350187115,-0.5161042788480228,-0.49852576047705593,-0.5521627780705188,-0.4475931303252803,-0.4417336242016247,-0.5170057413285851,-0.2821747651420798,-0.04328720779304359,0.28123928520942065,0.974914664002188,0.9983526884968104,1.4220400543611387,1.672646623957486,1.929112699677489,2.5128096558416435,2.9829223394549356,1.9007166315397734,1.879532263246557,1.5883598820249016,0.8847684159459479,0.3181992469124791,0.3141426657499483,0.9190239902073192,0.52508488620155,0.15999258157377777,0.17712036870446338,-0.028413076863763976,-0.13208126212844007,-0.23710164111395973,-0.3286000828910434,-0.4255072995515015
Nebraska,-0.9952202565295232,-0.9913222006110465,-0.9866445335088745,-0.9806675144338769,-0.9289533059154194,-0.884515468444785,-0.817988647436116,-0.591121792980772,-0.31176111882327534,-0.34320543656565405,-0.47418011542647115,-0.4869137647601617,-0.48431506081451053,-0.5893027002188164,-0.7184582863176776,-0.7143003600046358,-0.7130010080318102,-0.7278136205220217,-0.6724612264796526,-0.6288030001927135,-0.46664387398408286,-0.4539102246503923,-0.5459043443264424,-0.49133156146776863,-0.6012567383688115,-0.43493968584713905,-0.51731860092428,-0.3972584786351976,-0.24315533465808545,-0.22106635112005082,-0.02252536967230429,0.19342692821130483,0.48214293657314566,0.49331736353944555,1.049440007908788,2.2017053374105,2.692600512743999,3.1364591466612124,2.2282121176561414,2.4784673076223456,1.350369924815189,0.9590051106001285,0.45771511948402505,0.8303692652903975,0.8303692652903975,0.5512684615274658,0.3477899425829821,-0.06878229990489444,-0.21353010967766253,-0.08229556042228034,-0.5503221410340493,-0.49315065422972443,-0.4383180009764855
Nevada,-1.060070866584227,-1.0577929774466979,-1.0285600668484087,-0.9222585737637204,-0.8833446343309328,-0.8746127259704048,-0.8915070704070784,-0.8698671236005526,-0.9207399810053678,-0.9378241495368355,-0.903465988379106,-0.883914106615315,-0.919031564152221,-0.8632232802827596,-0.7700196497388634,-0.6737788336782617,-0.3167197113705857,-0.06273507253609843,-0.06140630387253983,0.47332817116240083,0.28274477998913833,0.3366548229106588,0.08286000817096564,-0.09747288188341618,-0.2453458517280093,-0.4330818814793605,-0.5479254588297826,-0.6950391322951993,-0.63049894006521,-0.5057845097854955,-0.4207433153177449,-0.36246731821596045,-0.21003857009630927,-0.02780743909398658,0.03521416037765002,0.5612167270520627,0.8679724642393059,1.5407090561895471,2.097652950315396,2.2825416186448355,2.4875516410224487,2.1874397471529985,1.513943858823581,1.6166386941071815,2.157637364270327,1.4076423657388928,0.7109879378445967,0.34405796260762816,0.027621196585886573,-0.24344761078006844,-0.5627317382237214,-0.5327395312462557,-0.5984186680450095
New Hampshire,-0.7939540768718609,-0.7945030672836628,-0.7599166713401392,-0.718742390454992,-0.57271094091567,-0.6270609916840643,-0.543065458678364,-0.5359285833249385,-0.43711030920058525,-0.4925583407925834,-0.5079300723230384,-0.4925583407925834,-0.5205568517944835,-0.5809457970926994,-0.6451776752735291,-0.6720782054518252,-0.6847049849232704,-0.7138014767487744,-0.7099585438661606,-0.7143504671605764,-0.6682352725692114,-0.6874499369822802,-0.6858029657468743,-0.7121545055133685,-0.7308201795146352,-0.7154484479841803,-0.69019488904129,-0.6594514259803801,-0.6583534451567762,-0.6726271958636272,-0.5364775737367404,-0.5227528134416914,-0.5315366600305228,-0.41020977902228906,-0.322920303545777,-0.10003019635418021,0.35343588379424085,0.7701196063519304,0.9776379820130723,2.1727901085059447,2.311684682691841,2.1634572715053113,1.6962664310618414,2.3550549252241963,2.2803922292191294,2.085500633029433,1.5441960869926976,1.101709815080316,0.6575765719325282,0.5472294991603337,0.5044082470397806,0.307869679614678,-0.007250816759648539
New Jersey,-1.1469960649274706,-1.1423563690974385,-1.0095263675118396,-0.28887683778264633,0.65754627774021,0.6744587173787144,0.6075572968617987,0.6289597647229149,0.179058936817213,-0.24487456120105072,-0.5614215508951823,-0.5674830889957082,-0.6715769099565917,-0.8605322643248381,-0.935440901838745,-0.9664220965747663,-0.9810146882982547,-0.9634287444263584,-0.9839332066429523,-1.0121455506416963,-0.9303522031864515,-0.9008676845246341,-0.9460673019655929,-0.9248893355156071,-0.9738306431420758,-0.9672452684155785,-0.9398560962576465,-0.9285561918974068,-0.8857512561751744,-0.8236391990957111,-0.7494788996189063,-0.6851218284281373,-0.5966682724426849,-0.34118566657607374,-0.09820030592906538,0.2731998618846403,1.0255789243869569,1.1807842332819045,1.2961779586030275,1.7772096488521714,1.6466246613778783,1.569994846378637,1.3213221166496536,1.5230740514523438,1.7994352885540998,2.0250592067403423,1.5157403386887445,1.3985506020785765,0.7487686844629396,0.6351709704308612,0.38058637020877245,0.5701403950067004,0.5927402037271797
New Mexico,-0.8687773529559659,-0.8655750140328501,-0.8579386673700353,-0.8244372755589773,-0.7734461865524402,-0.715804085936355,-0.7209770949660037,-0.651757307474038,-0.5918982029881034,-0.6192412507162464,-0.603968557390617,-0.6212119208227792,-0.6850123655217796,-0.5606138150468947,-0.6758980162790652,-0.6613643242433856,-0.5623381513901109,-0.5123323974368403,-0.4322739243589442,-0.39015085083180495,-0.35862012912727964,-0.38251450416899024,-0.5487897944076977,-0.5995345496509181,-0.6253995947991614,-0.6502793048941384,-0.6657983319830845,-0.7076750717469071,-0.6672763345629841,-0.5571651423604622,-0.4665143174599521,-0.25146494208455705,0.06852261646371115,0.38136649587579785,0.4537886222908793,1.0154296026527356,1.4270533211547805,3.4900985889313363,2.4619014608478325,2.2525177620287193,2.0162836830080964,1.6421026965301755,1.0957344094939485,1.2068309367497367,1.536179178304036,0.9737991966522297,0.5028090411908834,0.32815840299941146,-0.008579851454385815,-0.12608105655640578,-0.32240906591973895,-0.29161734550516344,-0.4278399166192453
New York,-1.0063293682759722,-0.9929725006520744,-0.5499539361998617,0.3941524115233534,1.297082978202685,1.1355059294284886,0.581116981738717,0.3343149076290595,-0.1536054671332777,-0.4249424966655559,-0.5738889377575792,-0.6403575106850139,-0.7259298777317349,-0.7809993272260085,-0.8557409481852664,-0.8684662854250556,-0.8642666083707331,-0.8547936526091034,-0.8565619376846076,-0.8391316990832091,-0.8542568517826111,-0.8673295307336599,-0.8738974467283899,-0.8782550063787395,-0.8778760881482743,-0.8712134425959281,-0.8429524579070664,-0.8481625835759626,-0.8313954518778782,-0.8170912886778174,-0.7226774962535755,-0.6945743941607408,-0.6923640378163606,-0.632842299114121,-0.560279457980038,-0.3808300993355672,0.01078189185020196,0.16648570805218776,0.4201714633486294,1.080499632972626,1.2001114877228027,1.272326987145626,1.3566678699433352,1.8914477992065337,2.517294409858198,2.368063780093326,1.9312026368861728,1.6494769325353074,0.8949560061215068,0.8737681617346619,0.6260819450872523,0.6384915171349872,0.5939370485361224
North Carolina,-1.1212445143346075,-1.1192683509319767,-1.101482880308299,-1.0594383003281873,-1.0084669132534327,-0.9886371356615162,-0.9865246851276694,-0.9495908725681548,-0.928670797926511,-0.9096587431218899,-0.8565067619476806,-0.8000838896242892,-0.7371873785681416,-0.6225699012155519,-0.5386170283865445,-0.5256016073554239,-0.4440337593226952,-0.3617844756338867,-0.22870009200153968,-0.2015108093239634,-0.17398080881834732,-0.25377692414526914,-0.39974044167752076,-0.4490763831776842,-0.3581728666566648,-0.34583888128162393,-0.4379008384179787,-0.5591282416345406,-0.4864872006964546,-0.47531165593674907,-0.5128587605867354,-0.16907447209457416,-0.12941491691074108,-0.16253268979620994,0.009325382667066694,0.013005135209896565,0.16626001426219994,0.5508622985535295,0.5824127694300153,1.1418032995057639,1.7137322456533772,1.779695217161883,1.4449058793299725,2.1560521300146496,2.848935905116393,2.3845375054981415,1.888861209265836,1.516729197480763,1.5136627370284048,0.6298406910931559,0.29212117994010317,-0.037148529077562435,-0.19272028936053648
North Dakota,-0.7697018352242642,-0.7692954820923411,-0.758730300662342,-0.7412571159896513,-0.7254093438446527,-0.728660168900037,-0.6571420176815818,-0.6551102520219666,-0.6380434204811989,-0.6477958956473518,-0.6035034042677404,-0.559210912888129,-0.7050916872485006,-0.6542975457581205,-0.6807104993331182,-0.6851803837842716,-0.6855867369161947,-0.639262479876968,-0.559210912888129,-0.4913499398569811,-0.42145720116621804,-0.45112097979660004,-0.38935530374429783,-0.3670058814885306,-0.2459126481754644,-0.027701016332791425,0.014153356255281788,0.021061359497973484,0.19782497188449627,0.354270927674867,0.37865211559024947,0.7394936967379098,1.1458468286609507,1.5631714951459137,2.206428502980087,2.9939408726469408,3.086995739857317,2.8415584481758005,1.6582581280159052,0.9869627540790417,1.2173649798794057,0.1096463422571964,-0.18902320970623868,-0.1288829461816286,-0.0890603392531706,-0.30320843977661316,-0.38244730050160614,-0.4397430921027549,-0.5559600878327446,-0.5900937509142801,-0.4933817055165963,-0.5535219690412063,-0.5332043124450543
Ohio,-0.8801406421290308,-0.8787104274154776,-0.8645989755750855,-0.8183076926797455,-0.7662002032826222,-0.7580479794153686,-0.6418668708510599,-0.6718060321881079,-0.6922104287681342,-0.6814838184164848,-0.696977811146645,-0.6900174328740192,-0.708419528855071,-0.7388831022537551,-0.7527561849752216,-0.7056544470755347,-0.6178869374871504,-0.5540040136151054,-0.4776782217351471,-0.4348671279761199,-0.44435421890935645,-0.4530785286620313,-0.5074743616008398,-0.5254950669916106,-0.5695456801690507,-0.5245892643396937,-0.48454325236020274,-0.5537179706723947,-0.5510005627166435,-0.5702607875258273,-0.4940780171172244,-0.4109348684359956,-0.2585693276187897,-0.10172244736578362,0.11552716762295458,0.6105244799837334,1.4000030018651257,1.6619706635642952,2.123930016041994,2.008511688658247,3.300996725296316,1.9840550170564863,1.3948065550725488,1.5491267226649441,1.7697611791424248,1.488723987929212,0.9108695698299152,0.6201545923883252,0.2842925038222377,0.03200262835144496,-0.19282712461912546,-0.22915457834337793,-0.35339256312737
Oklahoma,-1.0311719230726561,-1.0309171014086493,-1.0232724514884477,-0.9851766127194419,-0.9261853975018846,-0.9400731781902512,-0.9552350671986515,-0.9437680923183488,-0.9398183565262445,-0.9526868505585842,-0.9394361240302344,-0.9386716590382141,-0.982755806911378,-0.9380346048781973,-0.8935682245090235,-0.7401655827769738,-0.7215636013044827,-0.6511054112066227,-0.48292311296218277,-0.39029543809573747,-0.26441353607641427,-0.14706815980131646,-0.35079808017469477,-0.42278520025659516,-0.41679689115243707,-0.40010607215999644,-0.33206868787020033,-0.2990692823813292,-0.08170640298359094,-0.07240541224734541,-0.21395884660308231,0.06940284377239822,-0.023224831094047077,0.17107668771108234,-0.0916444478798533,0.5163600424401975,1.245532233995447,1.542654294227291,1.6717214670466982,1.6368108990777765,1.667516909590587,1.9208096436132738,1.3004463025888968,2.1454349404352038,2.4457422714671315,1.9777622855187773,1.2762382445082576,1.055944915974442,0.8138643351680515,0.19031572334359023,-0.2907875783011105,-0.37462390575932375,-0.45935210904156054
Oregon,-1.0312349090412336,-1.028093690920523,-0.9921441946501689,-0.9006998449139285,-0.8542796215745393,-0.8755700999482441,-0.9020959418564666,-0.8958135056150455,-0.9069822811553496,-0.8445069429767731,-0.8979076510288525,-0.9296688564715925,-0.9254805656439784,-0.8895310693736244,-0.6958226185964739,-0.5816916935439905,-0.5457421972736365,-0.37646544299090134,-0.35866520697354154,-0.1949728404609585,-0.27524841465689476,-0.21940453695537387,-0.27664451159943276,-0.3412139951918163,-0.4511566294166855,-0.4714000350834868,-0.515726113009069,-0.5844838874290665,-0.5248007431355661,-0.33109229235841564,-0.3551749646171965,-0.1684469985527361,-0.2410440395647132,-0.13912896275943762,0.125780432087152,0.7159804145451008,1.209151659496657,1.8576386893055683,2.0876456605887075,2.586052269074781,2.2300475487275855,2.132320762749924,1.3358474570319825,1.7634021456842517,1.7347821583622223,1.589588076338268,0.6964350573495685,0.44688272887089703,0.6067358287915006,0.06679533626492058,-0.1502977382997418,-0.06583387327619149,-0.44661931435343694
Pennsylvania,-0.9234383607604199,-0.921636089049281,-0.8999573350381523,-0.7732318870063529,-0.5037150259748869,-0.3393478459190139,-0.4106663122026556,-0.42353968156793387,-0.4804399741624638,-0.47503315902904697,-0.6270933979717139,-0.6218410632706804,-0.6886281035377441,-0.7291534702996402,-0.7540763133908188,-0.7830671412014255,-0.7214809421579342,-0.689966933951733,-0.6461459846323258,-0.6358987826175643,-0.5961973114950461,-0.5999563353497074,-0.6519132541079705,-0.6272478784040972,-0.6864138840069163,-0.6943438795359277,-0.630749434871453,-0.6477422824336203,-0.6311098892136808,-0.6211201545862248,-0.5436224710072496,-0.4780712741992526,-0.41020287090550556,-0.3079368246677349,-0.11514524505332746,0.13691532711882118,0.8106559862200251,1.3760543687430469,1.5266212968393416,2.2768812634477595,2.783731562097496,2.379919711847447,1.857724356914299,1.7354273479441553,2.111896161662353,1.5026253363424629,0.9360426038378354,1.0816146646204021,0.4717259175709786,0.304372115822361,0.03624557868234506,-0.016329261805451415,-0.021993544326173856
Rhode Island,-0.9693240319895938,-0.9633042794200958,-0.944843704873635,-0.8854488128545872,-0.7180996914225407,-0.2706314170898501,-0.1510389993758216,0.1266722524970231,-0.15224294988972123,-0.24896030783965703,-0.4082830925123729,-0.41189494405407173,-0.623790234500404,-0.7642511277886926,-0.7670603456544584,-0.8136130988585768,-0.8401000101643684,-0.8376921091365692,-0.841303960678268,-0.7770932666036219,-0.7971591085019487,-0.6498758289682292,-0.6827838096814852,-0.7305405133995033,-0.6944219979825149,-0.7048562357696448,-0.7453892364042652,-0.7044549189316783,-0.6831851265194518,-0.7449879195662987,-0.6109480956854748,-0.4813227570222829,-0.4094870430262725,0.003869300079262284,0.1359025397702535,0.4368901682451574,1.0962537330241804,1.627195909653911,1.4189124707492773,2.3138490194146586,2.513704804721995,1.8366832990724442,0.7370751630441283,1.3908202920916197,2.9086005732810687,1.7704660208079654,1.1536420408533954,0.9172664232911042,0.4156203758329309,0.20573166957643121,-0.03746633423129119,0.023935141977589214,0.03276411241285306
South Carolina,-1.1292305676671088,-1.1275230585207217,-1.1093096276259256,-1.0636622164458431,-0.9843199581103876,-0.9847752938827576,-1.0091357577045472,-1.001850385346629,-1.0010535477449816,-1.0125507759973216,-0.9970693597367449,-0.9837507883949254,-0.9285413259950748,-0.8515895804645613,-0.6180023292388019,-0.4617083253728332,-0.14377012231554948,0.18270562647366992,0.21389612688100818,0.38885889741414287,0.14696176834263266,0.07592938785292802,-0.14513612963265918,-0.43939687252670806,-0.5043960540325115,-0.4082063721193698,-0.374966860736367,-0.34263802089810397,-0.46421267212086764,-0.19841041499993764,-0.4811739296416465,-0.46648935098271715,-0.3799755542324359,-0.36813682415081844,-0.29334792353906214,-0.25692106174947,-0.011722748328278026,0.09858234252833062,-0.010015239181890895,0.688469835633538,1.1594008582071087,1.2838213580071842,1.462882150491648,1.7721689738739037,2.610669798693077,2.702078454996335,2.3016106431970065,1.7233342122872317,1.4872426143134378,1.2519478539412912,0.7893267092134713,0.31327315920073917,-0.1001717221111314
South Dakota,-0.872082002007866,-0.8688267328457875,-0.8667921896194885,-0.8440053054849389,-0.811045705218894,-0.6726967658305576,-0.5038296780477352,-0.6372957136929539,-0.7015872796440044,-0.5115609423076717,-0.6808349387357538,-0.6377026223382137,-0.6971112845461463,-0.6910076548672491,-0.684904025188352,-0.7097254525492006,-0.7158290822280978,-0.7166428995186174,-0.6946698326745875,-0.7064701833871221,-0.6731036744758174,-0.6442131606623707,-0.6075913825889875,-0.5998601183290511,-0.46435953945753333,-0.03954691380628855,-0.14493625292858012,-0.24991868340561188,-0.0346640100631708,0.285573093756302,0.29859417040461605,0.8149612412393188,1.0424231739395542,1.5425138989638645,2.4324231061470756,2.4157398516914235,3.1876455517492888,2.2546040281685373,1.9091385883429561,1.606398556269655,1.1815859306184102,0.6290039903555842,0.21151572031901608,0.4064249613984665,0.2615654836859731,0.03369664234047779,-0.2194005350111259,-0.423668674931552,-0.473718438298509,-0.43017921325570907,-0.4696493518459109,-0.41512359338109595,-0.3992541562159633
Tennessee,-1.0194473867656162,-1.0176540079012075,-0.9947539393249105,-0.9281230169011069,-0.8877030163417394,-0.890324108528183,-0.9119136310112581,-0.8405233569857542,-0.7775481684009377,-0.8949455079095442,-0.8559050295535681,-0.829832059909471,-0.850317964629833,-0.7487851304602273,-0.7540962909432842,-0.691397006799146,-0.6699454365364099,-0.25098454336644765,-0.28547259845123213,0.09465474469326281,0.07161672389662675,0.06264982957458277,-0.11710191352731414,-0.26119300767154385,-0.31409768417160333,-0.38659157595982035,-0.26015836601900033,-0.48867621901078256,-0.21332358721386294,-0.36569181457844097,-0.4530155700531153,-0.087993995035756,-0.0521264177475801,0.2800625288290644,-0.06509392645945908,0.3891827351173226,0.98658482529596,1.0178310032027749,0.7766215459397918,1.3307756150421095,2.685121538221597,3.4901417200106377,2.0424021436615534,2.0302623482717093,2.123724977551475,1.1497823019571605,0.5941107584311122,0.30082433799010466,0.1349367930322911,-0.13551853494258906,-0.4872277206972216,-0.33906703605298727,-0.43473690085817956
Texas,-1.2131532379188565,-1.2121511955594255,-1.1996018079151238,-1.162144510193539,-1.107223045636158,-1.0574549417844217,-1.0821481284989698,-1.0757780020711587,-1.044690830777385,-1.0300896421113914,-1.002915207649681,-1.0385115695608942,-1.003869533706282,-0.9520973451356838,-0.9013033407731016,-0.632875279202687,-0.30840441995838547,-0.07249501876664614,0.3298488466962879,0.5068286138929224,0.19457312817311212,0.1061309608776249,0.16921191321894355,0.04044947003206885,-0.2999347762060526,-0.4000197213920706,-0.5204318115836876,-0.6347362150130588,-0.4604285607749068,-0.08549771128783323,-0.48533647085218995,-0.4815430247772014,-0.35464151740069844,-0.2843792614834581,0.5660684038564224,0.2975687678317629,0.6076531617728061,0.8515550436885778,0.6810885518282443,1.3113970540617153,1.0770861490147825,1.4538540761608127,1.2732955862519248,1.5944978787523685,2.396394205962679,2.578169461593733,1.7285329734019632,1.790874323049416,1.6141808536697617,0.553733739574856,-0.456396533185768,0.03563012344623437,-0.19837062563230315
Utah,-1.036494956070462,-1.0341498259793787,-1.0155353558814049,-0.9548551147746243,-0.90751280106088,-0.9337489439548745,-0.9243684235905412,-0.8821560819510417,-0.882449223212427,-0.8789315280758021,-0.8919763142074529,-0.867499018881771,-0.8307097905779015,-0.7040727656594027,-0.7072973195346423,-0.5750906106498206,-0.5034175722410869,-0.4720514572728476,-0.3723834284018069,-0.3575797947018435,-0.47146517475007677,-0.5673223672231071,-0.6039650248962838,-0.6665506842020698,-0.6756380633050175,-0.6351845692338304,-0.625364336977419,-0.5654169490241019,-0.1723145175062619,-0.03365870087096112,-0.010207399960128014,0.16904848137705258,0.21653736572148963,0.5005912480039557,0.6676817669936416,1.3247579043890467,2.068750425785227,2.388420971326021,1.4012677736106398,2.1289909549999297,1.6744754292218456,1.4638534329164257,1.0021559462343987,1.6894256335525017,2.265008500282762,1.5778853835953517,0.8054581598447861,0.46116374834761753,0.1335783887494175,-0.05667028988971612,-0.23915072510213625,-0.3770736885839735,-0.5067886967470191
Vermont,-0.8306054083845317,-0.8223667146893887,-0.704278771725674,-0.3307913242125296,-0.0726455884313857,-0.2429119247976721,-0.5971757536888164,-0.7289948528111027,-0.7070250029573882,-0.7509647026648171,-0.79765063360396,-0.7894119399088172,-0.7646958588233885,-0.6081606786156736,-0.6575928407865309,-0.7454722402013885,-0.7152636966525312,-0.704278771725674,-0.704278771725674,-0.6850551531036739,-0.6960400780305311,-0.7619496275916742,-0.7427260089696741,-0.6795626906402453,-0.7180099278842454,-0.6713239969451024,-0.7454722402013885,-0.7344873152745313,-0.7482184714331027,-0.7592033963599599,-0.7152636966525312,-0.6054144473839593,-0.6438616846279595,-0.45986419210310153,-0.4955651981153874,-0.29509031820024373,0.5315252825457596,1.1988594718523338,0.4601232705211879,1.679449937402336,1.193367009388905,1.061547910266619,0.775939862168332,1.2647690214134768,2.390723826416339,2.1600404029523377,1.846970042536908,1.726135868341479,1.7343745620366218,1.3004700274257628,1.4075730454626205,1.1027413787423335,1.597063000450907
